Series Name,Series Code,Country Name,Country Code,1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
GDP per capita (current US$),NY.GDP.PCAP.CD,Australia,AUS,17700.1155557894,18129.7907198601,20446.7198474713,22020.0797987016,23645.0574875342,21478.3851573346,20698.7127028167,21853.4499933573,19681.6450326534,20290.7804189053,23705.9072163917,30819.9934867745,34460.5429970479,36570.7630699009,41023.7548562293,49681.2190739771,42810.4658391817,52132.469607935,62598.6866176979,68047.3781775015,68156.3861047269,62515.3148315008,56708.96119674,49876.7123761245,53934.1543741253,57206.9906696898,54941.0657202842,51722.0690001531,60444.5023551978,64491.4298860631
GDP per capita (current US$),NY.GDP.PCAP.CD,Austria,AUT,24081.5277928004,25646.7006591684,30325.8495818396,29809.0767730821,26705.4785993891,27361.8751106437,27183.4759263956,24625.6007227434,24558.7636778868,26527.5930910347,32294.0488606559,36889.2335135194,38417.4577857677,40669.3269586152,46915.3374004507,51919.9835754226,48153.3240199631,46903.7615854354,51442.2762464411,48564.9173350875,50731.1272541851,51786.3771747897,44195.8175947748,45307.5878620442,47429.1584564391,51466.5565633624,50070.4033482892,48809.2268762235,53637.7057109897,52131.4466586387
GDP per capita (current US$),NY.GDP.PCAP.CD,Azerbaijan,AZE,209.530954548425,157.063549947072,314.558197261084,409.185623050321,505.516204188336,561.907035403795,573.893296585846,655.097432602586,703.671250439944,763.108764637007,883.692580745256,1045.01416451835,1578.36733030667,2472.95725732287,3851.33101236931,5574.47096169468,4950.39743713656,5843.5337683582,7189.81515142228,7495.86194235033,7875.3446110554,7890.83525042681,5500.50462041954,3880.68626683773,4147.19861886412,4739.79524170312,4805.75371765917,4229.91064904503,5408.04535175023,7736.70123206975
GDP per capita (current US$),NY.GDP.PCAP.CD,"Bahamas, The",BHS,10730.0009716689,11085.1471273516,11447.0178999446,11835.386789885,20415.7061749809,21665.3878591494,23991.7008043163,24849.6064784902,25234.1441512502,26590.1401788013,26204.8804986853,26393.4139538137,28280.870835298,28829.8493750425,29687.865215033,29013.6302870767,27120.6905452145,27046.6576651879,26644.9265775896,28059.6553953426,27389.6019706988,28720.6621934516,29724.9533355233,29675.5358910641,30708.9870181946,31483.9788408235,32279.0113630465,23998.2680191207,28260.4325506367,31458.300811739
GDP per capita (current US$),NY.GDP.PCAP.CD,Bahrain,BHR,9063.56564609836,9384.77275450846,9543.39010871903,9643.3095278303,9728.44722862768,9195.42652684344,9566.09602373542,12738.7741181575,12291.8326130535,12819.9959353139,14230.29675298,15777.9636408956,17705.235163895,19057.7989047138,20883.5480311994,23155.821449155,19448.1832553789,21186.8143292279,23741.5574626702,25102.726348527,25790.7303121382,25464.760097715,22795.4488576612,22867.1811196134,24349.9098701325,25415.8466249472,25869.1129129041,23433.1872362574,26860.0725018105,30152.0346838601
GDP per capita (current US$),NY.GDP.PCAP.CD,Bangladesh,BGD,292.425347405186,292.078819525013,322.087389769502,387.384863171262,395.318052357112,401.96518010266,404.486143135093,413.100185264402,410.048540904043,407.96296761642,440.714404819588,469.116458369252,492.808648889577,503.538332188534,552.338934530705,630.108979202923,698.520941599792,776.859576940281,856.381886818701,876.818006772634,973.773900233539,1108.51495720707,1236.00439770048,1659.96248898672,1815.61019133661,1963.41270740562,2122.0783861524,2233.30589251829,2457.92404902236,2688.30395035828
GDP per capita (current US$),NY.GDP.PCAP.CD,Barbados,BRB,7905.67680238599,8220.27611002786,8451.95859885549,8994.32406293315,9491.47543410699,10685.2606122975,11173.9493679991,11560.2459031879,11510.0404330443,11658.629036798,11998.1756941147,12828.4389489954,14173.7513776686,15595.6394564112,17219.0486803908,17550.6633410971,16310.4605337648,16489.7958217909,16907.2092592727,16691.3326357636,16893.6062702039,16924.1903399365,16990.2194668498,17343.7254395315,17843.1979282703,18224.8905923744,19002.9623813263,16643.8065787177,17225.4623044097,20018.5151513054
GDP per capita (current US$),NY.GDP.PCAP.CD,Belarus,BLR,1590.08811711411,1460.06550035512,1370.69928282291,1452.5071047646,1396.44201900881,1511.32531567314,1210.6117195862,1276.2880341,1244.37318523431,1479.38341686049,1819.5257919603,2378.33975707804,3126.07176665248,3848.21602630083,4735.48475318433,6376.18315298455,5352.48959072155,6034.67885177216,6527.65496891514,6953.21730687953,7998.07795284714,8341.28810376533,5967.0691848005,5039.77603167897,5785.53497525452,6360.05206042843,6837.76723174438,6542.8645398436,7489.71894713888,7904.85624285517
GDP per capita (current US$),NY.GDP.PCAP.CD,Belgium,BEL,22283.9360213551,24208.5547931447,28413.8264387368,27489.5551770488,24820.9380503896,25338.4432934904,25252.8019066564,23098.8865077401,23015.0712632462,25006.191397109,30655.2092679024,35429.4077933344,36809.7013403619,38705.1067959147,44319.165448813,48303.397956286,44760.2912443709,44184.946353965,47410.5669277467,44670.5606845101,46757.9518559601,47764.0715120825,41008.296719472,42012.6227191027,44198.4823908695,47544.9811472749,46641.7116578097,45517.9038182019,51268.3880373598,49582.8253649187
GDP per capita (current US$),NY.GDP.PCAP.CD,Belize,BLZ,3867.60532915845,3888.29529876623,4021.00650435261,4057.85360274495,3997.84448016507,4063.90196836915,4189.35002771416,4642.1470345998,4687.62595727529,4816.65084555075,4916.70391442359,5106.05303386642,5212.66161390994,5475.72290971811,5707.11336494231,5656.40836062302,5348.9978387566,5397.29157482319,5521.36627642336,5645.89582239311,5887.93343545467,6068.08860885237,6142.47883269283,6148.70696109313,6100.99468097883,6059.16255306675,6210.56554311929,5266.87616004213,6228.26730928353,6968.36158480889
GDP per capita (current US$),NY.GDP.PCAP.CD,Benin,BEN,398.613026601305,269.790587095635,358.822987066371,380.588286669147,355.142071614187,372.877346839793,541.702259016989,502.997981047457,508.347447530609,564.379058062222,698.408777107434,784.119074627373,805.904685812985,837.132002619121,944.643171187138,1098.94667760499,1061.71835877641,1009.48949432994,1099.41431139182,1112.56953520697,1214.29556576578,1251.50476542685,1041.65252315982,1049.82030349922,1095.27445905127,1194.43821427137,1170.96553298105,1237.9492953503,1361.10074905831,1303.22201358944
GDP per capita (current US$),NY.GDP.PCAP.CD,Bermuda,BMU,30900.6942794093,31476.0637221848,33989.7231613832,44826.7890701658,48478.8832504091,51371.7408069836,54245.459737293,56284.1686478094,58883.9594265967,62583.1002034588,66111.7252270035,70359.3191088798,75882.0338560339,95221.8588720301,104287.387498459,106935.486341979,101407.764031934,101875.28407346,97774.1620717428,98431.8651810241,99471.6388978631,98467.683993982,102005.62564189,106885.878489327,111820.581466347,113050.73688163,116153.166121638,107791.886435134,111774.669092278,118845.621104325
GDP per capita (current US$),NY.GDP.PCAP.CD,Bhutan,BTN,433.865607554174,496.786064385526,550.656233511785,564.486938953365,644.087806541375,652.361029221118,699.33133052472,722.826756164774,765.009233868681,841.366310411392,951.739167067562,1050.1331149644,1201.43364840454,1299.63124894385,1714.03107153767,1780.11221819632,1768.74595673512,2194.12587023264,2491.27345640704,2470.0721358991,2409.43998870348,2589.89914074134,2695.63690417126,2879.54657217991,3240.70632594822,3210.70781406979,3303.96230868215,3009.92551590976,3266.36277371286,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Bolivia,BOL,760.117622367747,777.416092019528,856.365112939149,925.849118902379,973.96257045664,1025.40943255123,981.75292194332,977.329470360318,930.875731258944,888.198576030752,892.355380474993,951.951622939377,1018.31366190632,1200.06809196654,1351.03515410788,1687.57856734657,1725.14628617645,1922.05866181583,2304.98229547312,2562.46678423329,2853.79716191598,3022.46288443562,2975.64881143063,3013.50270721666,3280.0082139387,3471.0069506501,3472.38083136442,3068.81255516456,3345.19658838387,3523.27373305196
GDP per capita (current US$),NY.GDP.PCAP.CD,Bosnia and Herzegovina,BIH,..,333.783179342536,497.682846633728,712.953645623129,907.148870425023,1000.41707188304,1128.39864747047,1332.21052295102,1382.76772356845,1602.56371024732,2031.40224395448,2451.57725778295,2741.08014066368,3170.17487272165,3936.93245931229,4846.79210102833,4542.31090426632,4506.93366912263,4980.90615523376,4688.34590186606,5025.24065229631,5196.96942563586,4654.60955224718,4917.26369838618,5327.39318443711,6024.49154590957,6094.72321376258,6095.10247869327,7230.19816280366,7585.37500171521
GDP per capita (current US$),NY.GDP.PCAP.CD,Botswana,BWA,2844.99574953442,2832.81288136116,3064.58635320273,3063.99487277673,3100.16535500515,2893.32874464307,3242.13716017755,3351.6965168531,3115.6789995428,3029.78852194193,4111.73808510941,4818.21310297023,5240.316159068,5142.91383354359,5372.34073174354,5345.84849075332,4938.25013589692,6041.73205119653,7080.77829746932,6392.98734736839,6436.60306321162,6844.03299550537,5869.73777207249,6411.55166554553,6705.34106167973,6947.81784114167,6691.16105117407,5875.07060571282,7238.79609591086,7737.65468112589
GDP per capita (current US$),NY.GDP.PCAP.CD,Brazil,BRA,2766.3284771876,3393.14292559822,4704.96154610973,5121.90540734464,5240.12879606607,5049.76611957929,3456.42359489537,3726.81142041068,3142.23552848117,2824.71539582671,3056.64968001868,3623.22390486815,4773.26848028038,5866.02431314405,7323.19034003928,8801.75947547502,8569.90180523381,11249.2937410718,13200.5581661879,12327.5155558345,12258.5648491717,12071.4046547485,8783.21441310718,8680.73542054827,9896.7175109967,9121.02009249958,8845.3239312417,6923.70019715065,7696.78553127562,8917.67389796927
GDP per capita (current US$),NY.GDP.PCAP.CD,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Brunei Darussalam,BRN,14420.5900122134,14000.4445266908,15827.9873635211,16706.4713264672,16593.4343995581,12653.8119180052,14065.7022849859,17971.8888128415,16437.4266240037,16817.2357346277,18521.3625827095,21839.259312147,25991.2062011563,30767.7473785142,32337.2815244065,37427.5488606831,27497.5417023649,34609.6999594925,46139.1068369475,46844.1967205228,43950.0570624107,41035.7731365374,30681.4374376753,26762.0374289176,28186.9833864683,31241.0239732766,30748.3201899098,27179.3444218249,31448.9136078023,37152.4662378669
GDP per capita (current US$),NY.GDP.PCAP.CD,Bulgaria,BGR,1278.54441959728,1148.4943993817,2259.26483130675,1470.19534739957,1361.40924948928,1820.44831978767,1659.71861105493,1621.26210738992,1770.90677898958,2092.98288625558,2719.4948917632,3389.68761293887,3899.82513751438,4523.14752481934,5888.77685220636,7271.30520126259,6988.2748189241,6862.75768747522,7856.9859584228,7431.01404543523,7686.62922249699,7912.52053999441,7081.10233572915,7574.19126408348,8386.58920224077,9451.850869564,9878.76887237072,10153.4766003869,12222.235645941,13772.476794451
GDP per capita (current US$),NY.GDP.PCAP.CD,Burkina Faso,BFA,325.153665961228,187.815138003672,229.832660075479,243.526923395001,224.611343733637,250.413944569723,293.887444486119,249.802075679455,260.443473018265,286.753715076072,363.81835185104,405.451276214086,442.944430923244,457.342074945007,516.75032795654,621.890271194649,603.877545123116,627.270395424425,727.612474945609,733.972878936782,762.303780331201,767.371344245295,632.126685840944,665.786328528158,711.184543938412,779.202768060739,772.166877547544,833.244336106076,893.077195986297,832.884265674075
GDP per capita (current US$),NY.GDP.PCAP.CD,Burundi,BDI,168.964075594911,165.585934674604,168.627167702793,146.536182541744,164.233445666936,148.089542518244,130.753023919327,138.004617225366,135.606475784646,124.139301602651,114.36700716216,128.538422519456,151.188541052498,166.276245228761,170.706876423534,194.710634589705,204.544755650643,222.660583148072,236.451347423735,238.205945258781,241.547665658082,257.818557465694,289.359627144769,242.539527360495,244.145422138192,232.060616581243,216.972970864849,216.827417445762,221.15780340632,238.44187565548
GDP per capita (current US$),NY.GDP.PCAP.CD,Cabo Verde,CPV,1251.86634728505,1012.26339104589,1184.17673484282,1192.32998945361,1139.21769663111,1185.58374001024,1317.57368454047,1176.70725787049,1208.45760530782,1311.21457745204,1693.97855163071,1900.88846682975,1972.78493691456,2220.09817717759,3268.30568917315,3839.86364377088,3592.31589113941,3500.97745196395,3880.06918190627,3583.46171744213,3757.65995326233,3739.27827890219,3169.0789154116,3312.69675666873,3534.34358304479,3860.45481136132,3928.30909558631,3223.73560213047,3557.83777540965,3902.58904940059
GDP per capita (current US$),NY.GDP.PCAP.CD,Cambodia,KHM,247.348584430364,262.44289487821,315.14234799495,313.584672308454,301.219665357476,267.409796214605,295.591285291268,301.516598515387,322.899863855535,341.036765774788,364.275301697561,410.086132919785,475.069394260589,539.747365398375,629.921076681188,742.397972379419,734.815118591223,782.695738661233,880.310304425532,950.482544612158,1015.2208813493,1098.07453750857,1170.74281578324,1281.10597109735,1400.89926526097,1533.31598456036,1671.38540009767,1577.91173993243,1625.2350215138,1786.56081858524
GDP per capita (current US$),NY.GDP.PCAP.CD,Cameroon,CMR,1295.9164616795,692.858733925577,822.3632127813,817.184093767373,773.927146208691,789.27429253844,786.845887729333,700.163236203967,706.98421727326,780.270553768691,976.519303225376,1119.98086102815,1129.35797968829,1177.96860540961,1311.00296320709,1476.00907753289,1445.86024801265,1383.81386416854,1497.92658563929,1433.72392714331,1559.13904964956,1631.71398553289,1399.67533596847,1426.06548098045,1479.86222292155,1594.06010909489,1538.68791202148,1539.13054650019,1666.93280948232,1588.47872338696
GDP per capita (current US$),NY.GDP.PCAP.CD,Canada,CAN,20186.9885013146,19997.6237373354,20678.9504415585,21296.6344215798,21901.5940426502,21024.509932241,22315.1742893999,24271.0020563821,23821.4455867378,24255.3385818322,28300.4630963791,32143.6814078562,36382.5079164537,40504.0607253203,44659.8951408034,46710.5055759013,40876.3101540295,47562.0834253057,52223.696112356,52669.0899632316,52635.1749580433,50955.9983232404,43596.1355365546,42315.6037056806,45129.4292980922,46547.7951820036,46374.1527517191,43349.677855557,52358.6216405155,54966.4888361088
GDP per capita (current US$),NY.GDP.PCAP.CD,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,87184.5129854821,89960.6830340539,89704.2225482118,81398.3236004786,76873.1953208127,75435.6152271054,75466.1358699971,75685.3583652828,76610.647967975,77295.8456647776,78858.2796562866,81255.1122691866,85231.7751511594,89846.3210991824,83897.5052077489,88475.6008787475,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Central African Republic,CAF,413.959475952631,267.00627675306,340.399680017829,299.619489578709,271.143300407687,272.101540326706,273.427927943248,243.877580064527,242.575726686745,253.410670609024,283.675348045503,309.190242616461,317.877678147081,340.414517167645,388.477771292739,446.228769926266,452.922236140724,459.776981626072,515.209503796684,525.867503569855,352.226854976587,394.856933074796,351.879754779905,372.135456053456,414.740322572797,435.93229629544,426.408752988942,435.469248170025,461.137510928519,427.058096252078
GDP per capita (current US$),NY.GDP.PCAP.CD,Chad,TCD,226.921157476869,178.95318092828,209.892599709225,223.233388057054,207.316561250647,226.328772173413,192.269471956914,168.11765824035,200.361007981131,225.947311123303,298.249881611787,460.067018066196,664.597656460819,716.667768586178,806.710317988614,936.49413616622,808.161522927009,896.876704216275,988.194160636686,969.616141908901,980.083544666224,1017.78776234557,774.411603146897,691.98007735414,662.89747343383,720.265100910693,701.621200811434,643.772216240999,685.690314996613,716.804381236651
GDP per capita (current US$),NY.GDP.PCAP.CD,Channel Islands,CHI,..,..,..,..,..,41229.0142680848,43247.6859965862,44318.2210969282,42678.2770294233,45279.6419356799,49428.3097589957,57200.4664639273,58550.6571723349,63665.3153474479,75148.3494360381,..,..,..,..,..,..,..,..,58093.9960625367,57683.8938973128,62316.2199488315,61281.3272247009,57339.5268713567,67960.7269955768,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Chile,CHL,3521.71181417856,4011.6941359298,5094.50548395194,5376.14943272643,5788.85994826956,5467.5708766888,4981.19110628657,5097.11493718915,4606.89056424429,4479.17504395379,4824.22054120463,6185.51479184893,7561.8305480446,9418.0627175215,10461.3660887507,10783.1708210632,10182.8605646819,12767.7820406263,14628.5724573037,15406.4928361503,15833.2759194461,14666.3431168586,13569.9481274733,13785.6875977318,15045.5278507601,15795.7081412484,14627.14501648,13165.3863429858,16247.4010150765,15355.5064965406
GDP per capita (current US$),NY.GDP.PCAP.CD,China,CHN,377.3898394789,473.489934719476,609.604362258828,709.415888233368,781.74259264729,828.594657681663,873.297610969115,959.360412054851,1053.11227201705,1148.51418772689,1288.63754323945,1508.66794598726,1753.41426293188,2099.21934229104,2693.95855454419,3468.32706307504,3832.2274278698,4550.47392427081,5614.38573851229,6300.58235236313,7020.38568208449,7636.07422276004,8016.44601585644,8094.39037512163,8817.04549566316,9905.4061175104,10143.8602060373,10408.7191247747,12617.5049863004,12720.2156397612
GDP per capita (current US$),NY.GDP.PCAP.CD,Colombia,COL,1920.39896677973,2314.9009901463,2571.46818996686,2652.10388063505,2860.0409408715,2595.54301205385,2236.07292549395,2546.85021319149,2465.00701127148,2421.16210341989,2305.17050671011,2811.45945015998,3448.53827356214,3782.60350413031,4762.08297292255,5534.68944688199,5245.9516649172,6392.75802564032,7392.9435995632,8096.80150977527,8263.64192942212,8167.47284156278,6228.65162186096,5936.26102166829,6449.97098726073,6782.0379203319,6436.50921529531,5304.28912886637,6182.70709867969,6630.28272608054
GDP per capita (current US$),NY.GDP.PCAP.CD,Comoros,COM,977.474380613221,674.137307947927,823.676609768671,801.261220987677,721.627299865854,717.31813182886,726.488888531733,654.180431028375,691.041978079673,761.947888368858,959.228988439711,1090.42716809181,1103.19541675686,1155.08567563573,1289.79485002154,1454.65090911662,1409.10667349477,1384.06328381602,1526.83263817748,1483.95155852999,1595.98981855871,1608.68787502176,1322.93677460001,1357.26622888841,1414.58668930426,1531.33781085768,1510.7973226286,1519.58677981636,1577.47084066118,1484.8924647255
GDP per capita (current US$),NY.GDP.PCAP.CD,"Congo, Dem. Rep.",COD,270.490945992524,140.209682776721,130.376256173877,130.816496457864,135.888930484575,135.477400221225,99.7572508320882,392.626333784131,148.447123509623,168.944805273879,167.981575409282,187.856781029954,211.572629515187,247.54193564633,277.612079551534,317.88920990316,290.155674944481,324.827725981436,376.374981122052,412.776260686934,444.864357393335,472.266235961574,482.064568490893,456.027950503848,451.089088632243,546.212593331533,575.882781272568,524.666686258939,577.209215199828,586.464288888955
GDP per capita (current US$),NY.GDP.PCAP.CD,"Congo, Rep.",COG,1034.75319193038,662.877334534156,771.613945829492,902.045745911016,807.891898881494,663.728703331461,780.589705055115,1029.96068877345,859.44001217062,910.869711427704,1023.08849588639,1314.41127988059,1810.58894356777,2116.86894361816,2219.91230455325,2848.65316041483,2283.94987073631,2962.76247997267,3415.0623762032,3753.86092474115,3719.65103717713,3622.53007355844,2347.81850686004,1970.25019879955,2088.5002986615,2512.38416688863,2288.80808614703,1838.44812411674,2290.38299445343,2447.98898873051
GDP per capita (current US$),NY.GDP.PCAP.CD,Costa Rica,CRI,2814.04454782032,3005.54032336454,3240.71114533234,3194.11298818557,3373.41058474058,3580.93388469275,3653.75420836815,3773.03379319679,3941.59864349203,4021.42536130228,4123.5064871039,4376.08042847261,4643.45856992587,5188.36179215965,6055.08677891562,6841.91145979684,6737.86075359038,8147.24398481032,9137.45510202159,9971.65165625728,10633.2665598785,10737.6788753949,11529.9551735671,11899.8139783719,12118.1336180615,12383.1499469519,12669.3411617396,12179.2566742377,12537.2567461753,13198.8217168097
GDP per capita (current US$),NY.GDP.PCAP.CD,Cote d'Ivoire,CIV,829.482476754731,602.33197005446,769.255683600703,1220.12144403087,1176.85196691646,1237.13141694824,1154.47906708134,986.777352862812,974.779985003245,1020.95049148511,1173.06388181658,1267.76482295749,1267.08731131078,1303.56496674484,1451.23253073094,1683.33750452715,1638.80468423899,1654.17795875222,1701.70464076523,1649.30161477828,1903.0542292873,2124.01943006075,1941.5818977126,1999.19537158364,2113.34152529371,2295.5403346362,2290.78737894782,2349.06988200032,2613.37889305378,2486.41219393777
GDP per capita (current US$),NY.GDP.PCAP.CD,Croatia,HRV,..,..,4930.33720347336,5298.88637653538,5330.32736588234,5711.48593182133,5267.51220732922,4952.37775298931,5364.01024143422,6219.47321325884,8192.32263343511,9723.38102385632,10446.3604388687,11489.3912734101,13728.5210142825,15857.7122475904,14387.6566405193,13664.2088391124,14623.9905306334,13410.8208102542,13949.1217681988,13970.9832274478,12071.090955025,12550.7088600004,13562.1440493296,15003.1406807658,15086.2117396215,14236.5352454642,17747.7892862107,18413.2346820557
GDP per capita (current US$),NY.GDP.PCAP.CD,Cuba,CUB,2063.22212319205,2613.00503947034,2784.90260522494,2281.97555037471,2306.38394039568,2332.50821705533,2562.27410535087,2752.20378269319,2844.24443674985,3007.19307369322,3205.68839767994,3403.29616311163,3791.87300608904,4336.87332999361,4814.85487568512,4992.82449445836,5094.43756186586,5275.53260105122,6106.0067919258,6467.33791422804,6814.24384354868,7117.52691001591,7683.75789050585,8055.88990736388,8543.36096849045,8831.90722233737,9139.41585605765,9499.59020230432,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19446.4565747102,19886.6783682132,19762.739621629,19552.660553207,19260.269845345,18881.8306152417,18788.8072839326,18956.0979741907,19024.1771511889,16109.8617501685,17717.5964802588,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Cyprus,CYP,10526.1416015625,11617.6923828125,15261.41015625,15139.2265625,14234.244140625,15092.826171875,15287.9189453125,14388.34765625,14821.447265625,16093.21484375,20252.23828125,23792.62109375,24959.259765625,26729.32421875,31244.92578125,35397.36328125,32109.2421875,31105.02734375,32485.802734375,28991.9296875,27797.453125,27244.34375,23487.21875,24715.142578125,26697.005859375,29419.88671875,29417.921875,28035.984375,31552.03515625,31283.505859375
